name,url,chemistry,chemistry html,IMA Symbol,Strunz class,crystal system,crystal class,color,cleavage,mohs,streak,gravity,luster,habit,varieties
Vantasselite,https://en.wikipedia.org/wiki/Vantasselite,Al4(PO4)3(OH)3 •9H2O,Al<sub>4</sub>(PO<sub>4</sub>)<sub>3</sub>(OH)<sub>3</sub>•9H<sub>2</sub>O,Vts,8.DC.37,Orthorhombic,Unknown space group,white,,,,,pearly,,
Vanuralite,https://en.wikipedia.org/wiki/Vanuralite,Al(UO2)2(VO4)2(OH)·11(H2O),Al(UO<sub>2</sub>)<sub>2</sub>(VO<sub>4</sub>)<sub>2</sub>(OH)·11(H<sub>2</sub>O),Vna,,,,,,2,,,,,
Variscite,https://en.wikipedia.org/wiki/Variscite,AlPO4·2H2O,AlPO<sub>4</sub>·2H<sub>2</sub>O,Var,8.CD.10,Orthorhombic,Dipyramidal,"Pale to emerald-green (pale green in transmitted light), green, blue green, yellow green, pale shades of brown or yellow, rarely red and colourless to white",[010] perfect,4.5,White,2.57 to 2.61,Vitreous to waxy,Encrustations and reniform masses,
Vaterite,https://en.wikipedia.org/wiki/Vaterite,CaCO3,CaCO<sub>3</sub>,Vtr,5.AB.20,Hexagonal,Dihexagonal dipyramidal,Colorless,,3,,2.54,"Sub-vitreous, waxy","Fine fibrous crystals, typically less than 0.1 mm, in spherulitic aggregates.",
Vauquelinite,https://en.wikipedia.org/wiki/Vauquelinite,CuPb2(CrO4)(PO4)(OH),CuPb<sub>2</sub>(CrO<sub>4</sub>)(PO<sub>4</sub>)(OH),Vql,7.FC.05,Monoclinic,Prismatic,"Olive-green, apple-green, brown to nearly black",Indistinct,2.5 - 3,Greenish or brownish,6.16,"Adamantine, resinous","Irregular wedge shaped crystals, mammillary, reniform masses",
Vauxite,https://en.wikipedia.org/wiki/Vauxite,Fe2+Al2(PO4)2(OH)2.6H2O,Fe<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>.6H<sub>2</sub>O,Vx,8.DC.35,Triclinic,Pinacoidal,"Blue, becoming greenish on exposure",Fractured,3.5,White,2.39 to 2.40,Vitreous,"Minute tabular crystals, radial aggregates and nodules",
Veatchite,https://en.wikipedia.org/wiki/Veatchite,Sr2B11O16(OH)5 · H2O,Sr<sub>2</sub>B<sub>11</sub>O<sub>16</sub>(OH)<sub>5</sub>·H<sub>2</sub>O,Vea,6.EC.15,Monoclinic,Domatic,Colorless to white,"Perfect on {010}, indistinct on {001}",2,,2.62,Vitreous to pearly,"Flattened platey to prismatic crystals, diverging fibrous clusters and cross fiber veinlets",
Vermiculite,https://en.wikipedia.org/wiki/Vermiculite,"(Mg,Fe2+,Fe3+)3[(Al,Si)4O10](OH)2·4H2O","(Mg,Fe<sup>2+</sup>,Fe<sup>3+</sup>)<sub>3</sub>[(Al,Si)<sub>4</sub>O<sub>10</sub>](OH)<sub>2</sub>·4H<sub>2</sub>O",Vrm,9.EC.50,Monoclinic,Prismatic,"Colorless, white, yellow, green, brown, black",Perfect on {001},1.5–2,"White or yellowish, translucent, shiny, light-brown or greenish in color, in some cases. For example, palabora vermuculite.",2.4–2.7 (0.065–0.130 when exfoliated),Greasy or vitreous (pearly at cleavage planes),As large crystalline plates to clay-sized particles; lamellar to scaley,
Vesuvianite,https://en.wikipedia.org/wiki/Vesuvianite,"Ca10(Mg, Fe)2Al4(SiO4)5(Si2O7)2(OH,F)4","Ca<sub>10</sub>(Mg,Fe)<sub>2</sub>Al<sub>4</sub>(SiO<sub>4</sub>)<sub>5</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(OH,F)<sub>4</sub>",Ves,9.BG.35,Tetragonal,Ditetragonal dipyramidal,"Yellow, green, brown; colorless to white, brown-black, light green, emerald green, violet, blue-green to blue, pink, purple, red, black, commonly zoned",Poor on {110} and {100} very poor on {001},6–7,White,3.32–3.43,Vitreous to resinous,"Short pyramidal to long prismatic crystals common, massive to columnar",
Villiaumite,https://en.wikipedia.org/wiki/Villiaumite,NaF,NaF,,3.AA.20,Cubic,Hexoctahedral,"Carmine-red, lavender-pink to light orange","{001}, perfect",2 - 2.5,White,2.79,Vitreous,"Cubic crystals rare, commonly granular, massive",
Violarite,https://en.wikipedia.org/wiki/Violarite,(Fe2+Ni23+S4),(Fe<sup>2+</sup>Ni<sub>2</sub><sup>3+</sup>S<sub>4</sub>),Vio,2.DA.05,Isometric,Hexoctahedral,,,,,,,,
Vishnevite,https://en.wikipedia.org/wiki/Vishnevite,"(Na,Ca,K)6(Si,Al)12O24[(SO4),(CO3),Cl2]2-4·nH2O","(Na,Ca,K)<sub>6</sub>(Si,Al)<sub>12</sub>O<sub>24</sub>[(SO<sub>4</sub>),(CO<sub>3</sub>),Cl<sub>2</sub>]<sub>2-4</sub>·nH<sub>2</sub>O",Vhn,9.FB.05,Hexagonal,Pyramidal,"Colorless, light blue, orange-yellow, white",Perfect,5 - 6,White,,"Vitreous, pearly",,
Vivianite,https://en.wikipedia.org/wiki/Vivianite,Fe2+Fe2+2(PO4)2·8H2O,Fe<span>2</sub></span>O,Viv,8.CE.40,Monoclinic,Prismatic,"Colorless, very pale green, becoming dark blue, dark greenish blue, indigo-blue, then black with oxidation",Perfect on {010},1.5-2,"White, altering to dark blue, brown",2.68,"Vitreous, pearly on the cleavage, dull when earthy","Flattened, elongated prismatic crystals, may be rounded or corroded; as stellate groups, incrustations, concretionary, earthy or powdery",
Vladimirite,https://en.wikipedia.org/wiki/Vladimirite,Ca5(HAsO4)2(AsO4)2·5H2O,Ca<sub>5</sub>(HAsO<sub>4</sub>)<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub>·5H<sub>2</sub>O,Vld,8.CJ.25,Monoclinic,Prismatic,"Pale rose, colorless, white",Good one plane,3.5,White,3.17,"Sub-vitreous, silky, pearly",As acicular/bladed crystals occurring in cross-fiber veinlets; spherulitic,
Vlasovite,https://en.wikipedia.org/wiki/Vlasovite,Na2ZrSi4O11,Na<sub>2</sub>ZrSi<sub>4</sub>O<sub>11</sub>,Vsv,9.DM.25,Monoclinic,Prismatic,Usually colorless or brownish,Distinct on {010},6,White,2.97,Greasy; vitreous to pearly on cleavage,Crystals rare; usually grains and aggregates,
Volborthite,https://en.wikipedia.org/wiki/Volborthite,Cu3V2O7(OH)2·2H2O,Cu<sub>3</sub>V<sub>2</sub>O<sub>7</sub>(OH)<sub>2</sub>·2H<sub>2</sub>O,Vbo,8.FD.05,Monoclinic,Prismatic,"Olive-green, yellow-green; green to yellow-green in transmitted light",Perfect,3.5,light green,3.5 - 3.8,"Vitreous, waxy, greasy, pearly","Aggregates of scaly crystals, rosettes",
Vuagnatite,https://en.wikipedia.org/wiki/Vuagnatite,CaAl(SiO4)(OH),CaAl(SiO<sub>4</sub>)(OH),Vgn,9.AG.60,Orthorhombic,Disphenoidal ,"Colourless, light blue, light pink, tan",Perfect,6,White,,Vitreous,,
Vulcanite,https://en.wikipedia.org/wiki/Vulcanite,CuTe,CuTe,Vul,2.CB.75,Orthorhombic,Dipyramidal,Pale to yellow bronze,"[hk0] Good, [h0l] Indistinct",1 - 2,,7.1,Metallic,"Massive, granular, tabular",
Wadsleyite,https://en.wikipedia.org/wiki/Wadsleyite,Mg2SiO4,Mg<sub>2</sub>SiO<sub>4</sub>,Wds,9.BE.02,Orthorhombic,Dipyramidal,Dark green,,,,3.84 calculated,,Microcrystalline aggregates,
Wagnerite,https://en.wikipedia.org/wiki/Wagnerite,"(Mg,Fe2+)2PO4F","(Mg,Fe<sup>2+</sup>)<sub>4</sub>F",Wag,8.BB.15,Monoclinic,Prismatic,"Yellow, grayish, red, reddish brown, brown, green","{100} imperfect, {120} imperfect",5-5.5,,3.15,"Vitreous, resinous","Elongate and striated prisms, tabular, massive",
Wairakite,https://en.wikipedia.org/wiki/Wairakite,Ca8(Al16Si32O96)•16H2O,Ca<sub>8</sub>(Al<sub>16</sub>Si<sub>32</sub>O<sub>96</sub>)•16H<sub>2</sub>O,Wrk,9.GB.05,Monoclinic,Prismatic,colorless to white,,,white,,"vitreous, dull",,
Wakabayashilite,https://en.wikipedia.org/wiki/Wakabayashilite,"[(As,Sb)6S9][As4S5]","[(As,Sb)<sub>5</sub>]",Wak,2.FA.40,Orthorhombic,Pyramidal,"Golden yellow, lemon yellow, orange yellow","{100} Perfect, {010} Perfect and {101} Perfect",1.5,"Orange, yellow",3.98,Silky,Fibrous,
Wakefieldite,https://en.wikipedia.org/wiki/Wakefieldite,"((La,Ce,Nd,Y)VO4)","(La,Ce,Nd,Y)VO<sub>4</sub>",Wf,8.AD.35,Tetragonal,Ditetragonal dipyramidal,"Canary-yellow, pale tan (Wakefieldite-(Y)); Dark red to coal-black, pale yellow to bluish gray (Wakefieldite-(Ce)); Light pink, brown (Wakefieldite-(La)",Good on {100},4–5,,4.25 (calculated Wakefieldite-(Y)); 4.74 (meas. Wakefieldite-(Ce),,"Prismatic crystals, pulverulent masses",
Walfordite,https://en.wikipedia.org/wiki/Walfordite,"Fe3+,Te6+Te4+3O8","Fe<sup>3+</sup>,Te<sup>6+</sup>Te<sup>4+</sup><sub>3</sub>O<sub>8</sub>",wfd,4.JK.05,Isometric,,,None,,Orange-yellow,5.841 (calculated),Adamantine,Microscopic cubic crystals,
Wardite,https://en.wikipedia.org/wiki/Wardite,NaAl3(PO4)2(OH)4·2(H2O),NaAl<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>·2(H<sub>2</sub>O),Wd,8.DL.10,Tetragonal,Trapezohedral,"White, colorless, pale green, blue-green, yellow-green, pale yellow, yellow pink.",Perfect on {001},5,,2.81 - 2.87,Vitreous,"Dipyramidal pseudo-octahedral crystals, striated; radial, fibrous, encrustations",
Warikahnite,https://en.wikipedia.org/wiki/Warikahnite,Zn3(AsO4)2•2H2O,Zn<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>•2H2O,War,8.CA.35,Triclinic,Pinacoidal,Pale yellow to colorless; honey-yellow; orange,"[001] perfect, [010] good, [100] good",2,White,4.28,"Vitreous, waxy",Acicular; radial,
Warwickite,https://en.wikipedia.org/wiki/Warwickite,"(Mg,Fe2+)3Ti[O,BO3]2","(Mg,Fe<sup>2+</sup>)<sub>2</sub>",Wwk,6.AB.20,Orthorhombic,Dipyramidal,"dark brown, grey to black¨",perfect on {100},3-4,bluish black,3.34 - 3.36,"sub-Vitreous, pearly, sub-metallic, dull",,
Wassonite,https://en.wikipedia.org/wiki/Wassonite,TiS,TiS,Was,,Trigonal,Hexagonal scalenohedral,,,,,,,,
Water,https://en.wikipedia.org/wiki/Water,,,,,,,,,,,,,,
Wattersite,https://en.wikipedia.org/wiki/Wattersite,Hg+14Hg+2Cr+6O6,Hg<sup>+1</sup><sub>4</sub>Hg<sup>+2</sup>Cr<sup>+6</sup>O<sub>6</sub>,Wte,7.FB.15,Monoclinic,,Dark red-brown to black,None,4.5,Brick red,8.91,Sub-Metallic,"Prismatic, aggregates, massive",
Wavellite,https://en.wikipedia.org/wiki/Wavellite,"Al3(PO4)2(OH,F)3·5H2O","Al<sub>3</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,F)<sub>3</sub>·5H<sub>2</sub>O",Wav,8.DC.50,Orthorhombic,Dipyramidal,"Green to yellowish-green and greenish blue and blue. and yellow, brown, white and colorless","[110] perfect, [101] good, [010] distinct",3.5 - 4,White,2.36,"Vitreous to resinous, pearly","Spherical, radial aggregates; striated prisms; crusty to stalactitic",
Weddellite,https://en.wikipedia.org/wiki/Weddellite,CaC2O4·2H2O,CaC<sub>2</sub>O<sub>4</sub>·2H<sub>2</sub>O,Wed,10.AB.40,Tetragonal,Dipyramidal,"Colorless to white, may be yellowish brown to brown from impurities",Good on {010},4,White,1.94,Vitreous,"Isolated crystals, may be corroded",
Weeksite,https://en.wikipedia.org/wiki/Weeksite,K2(UO2)2Si6O15·4(H2O),K<sub>2</sub>(UO<sub>2</sub>)<sub>2</sub>Si<sub>6</sub>O<sub>15</sub>·4(H<sub>2</sub>O),Wks,9.AK.30,Orthorhombic,Dipyramidal,,Distinct prismatic,1 - 2,Yellow,4.1,,"Occurs as acicular to elongated bladed  crystals, flattened on {010}, also as radiating fibrous clusters and spherulites, pseudotetragonal",
Weilite,https://en.wikipedia.org/wiki/Weilite,CaHAsO4,CaHAsO<sub>4</sub>,Wei,8.AD.10,Triclinic,Pinacoidal,White,,,White,3.48,"Waxy, greasy, dull","Powdery, massive",
Weissite,https://en.wikipedia.org/wiki/Weissite,Cu2−xTe,Cu<span>2−x</sub></span>Te,Wst,2.BA.30,Hexagonal,Dihexagonal dipyramidal,Bluish black to black with tarnish,None,3,Black,6,Metallic,Lens shaped masses,
Weloganite,https://en.wikipedia.org/wiki/Weloganite,"Na2(Sr,Ca)3Zr(CO3)6·3H2O","Na<sub>2</sub>(Sr,Ca)<sub>3</sub>Zr(CO<sub>3</sub>)<sub>6</sub>·3H2O",Wlg,5.CC.05,Triclinic,Pedial,"Yellow, pale yellow, amber, tan, white",Perfect on pseudo {0001},3.5,White,3.20 - 3.22,Vitreous,"Roughly hexagonal, tapering crystals, pseudorhombohedral",
Whewellite,https://en.wikipedia.org/wiki/Whewellite,CaC2O4·H2O,CaC<sub>2</sub>O<sub>4</sub>·H<sub>2</sub>O,Whe,10.AB.45,Monoclinic,Prismatic,"Colorless, yellowish, brownish","{101} good, {010} imperfect, {001} indistinct, {110} indistinct",2.5-3,,2.23,Vitreous to pearly,Equant or stout prismatic crystals,
Whiteite,https://en.wikipedia.org/wiki/Whiteite,Whiteite-(CaFeMg):CaFe2+Mg2Al2(PO4)4(OH)2·8H2OWhiteite-(MnFeMg):Mn2+Fe2+Mg2Al2(PO4)4(OH)2·8H2OWhiteite-(CaMnMg):CaMn2+Mg2Al2(PO4)4(OH)2·8H2O,"Whiteite-(CaFeMg):<br/>
<p>CaFe<sup>2+</sup>Mg<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O<br/>
Whiteite-(MnFeMg):<br/>
Mn<sup>2+</sup>Fe<sup>2+</sup>Mg<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O<br/>
Whiteite-(CaMnMg):<br/>
</p>
CaMn<sup>2+</sup>Mg<sub>2</sub>Al<sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·8H<sub>2</sub>O",,8.DH.15,Monoclinic,Prismatic,"Whiteite-(CaFeMg): Brown, pink-brown or yellowWhiteite-(MnFeMg): BrownWhiteite-(CaMnMg): Yellow, light lavender or pink","On {001}.  Poor for Whiteite-(CaMnMg), but good for the other members of the series (HOM)",3 to 4,White to brownish white,Whiteite-(CaFeMg) 2.58Whiteite-(MnFeMg)2.67Whiteite-(CaMnMg)2.63,Vitreous,Tabular crystals or aggregates thereof,
Whitlockite,https://en.wikipedia.org/wiki/Whitlockite,"Ca9(Mg,Fe++)(PO4)6(PO3OH)","Ca<sub>9</sub>(Mg,Fe++)(PO<sub>4</sub>)<sub>6</sub>(PO<sub>3</sub>OH)",Wht,8.AC.45,Trigonal,Ditrigonal pyramidal,"Colorless, gray-white, light pink, light yellow",None,5,White,,Vitreous to resinous,"rhombohedral crystals, often tabular, massive, microcrystalline crusts and as ""cave pearls""",
Willemite,https://en.wikipedia.org/wiki/Willemite,Zn2SiO4,Zn<sub>4</sub>,Wlm,9.AA.05,Trigonal,Rhombohedral,"Colorless to white, gray, black, flesh-red, burgundy-red, pink, brown, dark brown, mahogany-brown, honey-yellow, yellow, apple-green, blue, pastel green, light blue, azure-blue","{0001}, {1120} - imperfect",5.5,,3.9 – 4.2,Vitreous to resinous,"Fibrous, botryoidal to massive",troostite (None)
Wiluite,https://en.wikipedia.org/wiki/Wiluite,"Ca19(Al,Mg,Fe,Ti)13(B,Al,[ ])5Si18O68(O,OH)10",Ca<sub>10</sub>,Wil,9.BG.35,Tetragonal,Ditetragonal dipyramidal,Dark green,{100} poor,6,,3.36,Vitreous,Typically as euhedral crystals,
Witherite,https://en.wikipedia.org/wiki/Witherite,BaCO3,BaCO<sub>3</sub>,Wth,5.AB.15,Orthorhombic,Dipyramidal,"Colorless, white, pale gray, with possible tints of pale-yellow, pale-brown, or pale-green","Distinct on {010} poor on {110}, {012}",3.0 - 3.5,White,4.3,"Vitreous, resinous on fractures","Striated short prismatic crystals, also botryoidal to spherical,columnar fibrous, granular, massive.",
Wodginite,https://en.wikipedia.org/wiki/Wodginite,"Mn2+(Sn,Ta)Ta2O8","Mn<sup>2+</sup>(Sn,Ta)Ta<sub>8</sub>",Wdg,4.DB.40,Monoclinic,Prismatic,"Reddish brown, dark brown to black",none,5.5,Brown,7.19–7.36,Sub-metallic,"Flattened dipyramidal to prismatic crystals in radiating groups; granular, massive.",
Wolframite,https://en.wikipedia.org/wiki/Wolframite,"(Fe,Mn)WO4","(Fe,Mn)WO<sub>4</sub>",,,Monoclinic,Prismatic,Grayish to brownish black,Perfect 010,4-4.5,Reddish brown,7 - 7.5,Submetallic to resinous,Tabular to short prismatic crystals,
Wollastonite,https://en.wikipedia.org/wiki/Wollastonite,"Calcium metasilicate, CaSiO3","Calciummetasilicate,CaSiO<sub>3</sub>",Wo,9.DG.05,Triclinic,Pinacoidal,"White, colorless or gray",Perfect in two directions at near 90°,4.5 to 5.0,White,2.86–3.09,Vitreous or dull to pearly on cleavage surfaces,"Rare as tabular crystals—commonly massive in lamellar, radiating, compact and fibrous aggregates.",
Woodhouseite,https://en.wikipedia.org/wiki/Woodhouseite,CaAl3(SO4)(PO4)(OH)6,CaAl<sub>3</sub>(SO<sub>4</sub>)(PO<sub>4</sub>)(OH)<sub>6</sub>,Wdh,8.BL.05,Trigonal,Hexagonal scalenohedral,"White, flesh-pink or colorless",Excellent on {0001},4.5,White,(measured): 3.012 	(calculated): 3.00,"Vitreous, pearly on {0001}","Crystals small, pseudocubic rhombohedral {1012}; tabular at times {0001}, with curved and striated faces.",
Wöhlerite,https://en.wikipedia.org/wiki/W%C3%B6hlerite,"NaCa2(Zr,Nb)(Si2O7)(O,OH,F)2","NaCa<sub>2</sub>(Zr,Nb)(Si<sub>2</sub>O<sub>7</sub>)(O,OH,F)<sub>2</sub>",Wöh,9.BE.17,Monoclinic,,"Honey yellow, wine yellow to sulfur yellow, light to dark yellow, brown, gray","Distinct on {010} Poor on {100}, {110}",5.5 - 6,Pale yellow,3.40 - 3.44,Vitreous,,
Wulfenite,https://en.wikipedia.org/wiki/Wulfenite,PbMoO4,PbMoO<sub>4</sub>,Wul,7.GA.05,Tetragonal,Dipyramidal,"Orange-yellow, yellow, honey-yellow, reddish-orange, rarely colorless, grey, brown, olive-green and even black","On {011}, distinct; on {001}, {013}, indistinct",3,White,6.5-7.0,"Adamantine, resinous",Thin tabular to pyramidal,
Wurtzite,https://en.wikipedia.org/wiki/Wurtzite,"(Zn,Fe)S","(Zn,Fe)S",Wur,2.CB.45,Hexagonal,Dihexagonal pyramidal,"Brownish black, Orange brown, Reddish brown, Black.",[1120] and [0001],3.5-4,light brown,"4.09 measured, 4.10 calculated","Resinous, brilliant submetallic on crystal faces",Radial clusters and colloform crusts and masses. Also as tabular crystals,
Wüstite,https://en.wikipedia.org/wiki/W%C3%BCstite,FeO,FeO,Wüs,4.AB.25,Cubic,Hexoctahedral,Greyish white to yellow or brown; colorless in thin section,{001} perfect,5–5.5,,5.88,,"Pyramidic, prismatic",
Wyartite,https://en.wikipedia.org/wiki/Wyartite,CaU5+(UO2)2(CO3)O4(OH)·7H2O,CaU<span>4</sub></span>(OH),Wya,5.EA.15,Orthorhombic,Disphenoidal ,"black, violet-black (fresh); yellowish brown, greenish brown (exposed)",,,,,"vitreous, sub-metallic, dull",,
Xanthiosite,https://en.wikipedia.org/wiki/Xanthiosite,Ni3(AsO4)2,Ni<sub>3</sub>(AsO<sub>4</sub>)<sub>2</sub>,Xth,8.AB.25,Monoclinic,Prismatic,Golden yellow,,4,,5.37 - 5.47,,,
Xanthoconite,https://en.wikipedia.org/wiki/Xanthoconite,Ag3AsS3,Ag<sub>3</sub>AsS<sub>3</sub>,Xcn,2.GA.10,Monoclinic,Prismatic,Red-orange; Lemon yellow,,2.5 - 3.0,,"5.54, range 5.5 - 5.6",Adamantine,,
Xanthoxenite,https://en.wikipedia.org/wiki/Xanthoxenite,Ca4Fe3+2(PO4)4(OH)2·3H2O,Ca<sub>4</sub>Fe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>4</sub>(OH)<sub>2</sub>·3H<sub>2</sub>O,Xox,8.DH.40,Triclinic,Pinacoidal,Pale to brownish yellow,Perfect {010},2.5,White,"2.97 measured, 3.38 calculated",Earthy (dull),Occurs as platy crystals and as lamellar aggregates and crusts,
Xenophyllite,https://en.wikipedia.org/wiki/Xenophyllite,Na4Fe7(PO4)6,Na<sub>6</sub>,Xp,8.AC.50,Triclinic,Unknown space group,,,,,4.72,,,
Xenotime,https://en.wikipedia.org/wiki/Xenotime,YPO4,YPO<sub>4</sub>,Xtm,8.AD.35,Tetragonal,Dipyramidal,"Brown, brownish yellow, gray",Perfect [100],4.5,"Pale brown, yellowish or reddish, to white",4.4–5.1,Vitreous to resinous,"Prismatic, radial aggregates, granular",
Xiangjiangite,https://en.wikipedia.org/wiki/Xiangjiangite,"(Fe3+, Al)(UO2)4(PO4)2(SO4)2(OH)·22(H2O)","(Fe<sup>3+</sup>,Al)(UO<sub>2</sub>)<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)·22(H<sub>2</sub>O)",Xjg,8.EB.05,Tetragonal,Unknown space group,Yellow,,1 - 2,Light yellow,3.47,Silky,Microscopic crystals; Platy,
Xieite,https://en.wikipedia.org/wiki/Xieite,Fe2+Cr2O4,Fe<sup>2+</sup>Cr<sub>2</sub>O<sub>4</sub>,Xi,4.BB.25,Orthorhombic,Dipyramidal,Golden yellow,,,,5.63,,,
Xifengite,https://en.wikipedia.org/wiki/Xifengite,Fe5Si3,Fe<sub>5</sub>Si<sub>3</sub>,Xif,1.BB.40,Hexagonal,Dihexagonal dipyramidal,"Gray, steel-black",,5,Black,,Metallic,As inclusions,
Xilingolite,https://en.wikipedia.org/wiki/Xilingolite,Pb3Bi2S6,Pb<sub>3</sub>Bi<sub>2</sub>S<sub>6</sub>,Xil,2.JB.40a,Monoclinic,Prismatic,Lead grey,,3,Grey,7.08,Metallic,Elongated and striated prismatic crystals,
Ximengite,https://en.wikipedia.org/wiki/Ximengite,BiPO4,BiPO<sub>4</sub>,Xim,8.AD.45,Trigonal,Trapezohedral,Colorless,,4.5,,5.53,Vitreous - Greasy,,
Xingzhongite,https://en.wikipedia.org/wiki/Xingzhongite,"(Pb,Cu,Fe)(Ir,Pt,Rh)2S4","(Pb,Cu,Fe)(Ir,Pt,Rh)<sub>2</sub>S<sub>4</sub>",Xin,2.DA.05,Isometric,Hexoctahedral,Steel gray,,6,,6.49,Metallic,,
Xitieshanite,https://en.wikipedia.org/wiki/Xitieshanite,Fe3+(SO4)Cl·6(H2O),Fe<sup>3+</sup>(SO<sub>4</sub>)Cl·6(H<sub>2</sub>O),Xit,7.DC.20,Monoclinic,Prismatic,Green; yellow green,Uncertain / indistinct,2.5 - 3,Yellow,1.99,Vitreous,Acicular,
Xocolatlite,https://en.wikipedia.org/wiki/Xocolatlite,Ca2Mn4+2(Te6+O6)2 · H2O,Ca<sub>2</sub>Mn<sup>4+</sup><sub>2</sub>(Te<sup>6+</sup>O<sub>6</sub>)<sub>2</sub>·H<sub>2</sub>O,Xoc,7.DF.85,Monoclinic,Prismatic,Chocolate brown,,2-3,Copper brown,4.10 g/cc,Vitreous,Encrustations; Micaceous,
Xocomecatlite,https://en.wikipedia.org/wiki/Xocomecatlite,Cu3(TeO4)(OH)4,Cu<sub>3</sub>(TeO<sub>4</sub>)(OH)<sub>4</sub>,Xco,7.BB.50,Orthorhombic,Unknown space group,"Green, emerald green",,4,light green,4.65,,Aggregates of radial to spherulitic or botryoidal acicular crystals,
Xonotlite,https://en.wikipedia.org/wiki/Xonotlite,Ca6Si6O17(OH)2,Ca<sub>2</sub>,Xon,9.DG.35,Monoclinic,Prismatic,"White, grey, pale pink, lemon white, colorless","Perfect, Good",6.5,White,2.70 – 2.72,"Vitreous, silky, pearly",,
Ye'elimite,https://en.wikipedia.org/wiki/Ye%27elimite,Ca4(AlO2)6SO4,Ca<span>4</sub></span>,Ye,7.BC.15,Isometric,Gyroidal,"White, Gray",,,,,,,
Yingjiangite,https://en.wikipedia.org/wiki/Yingjiangite,K2Ca(UO2)7(PO4)4(OH)6 · 6H2O,K<sub>2</sub>Ca(UO<sub>2</sub>)<sub>7</sub>(PO4)<sub>4</sub>(OH)<sub>6</sub>·6H<sub>2</sub>O,Yin,8.EC.10,Orthorhombic,Dipyramidal,"Yellow, golden yellow",None observed,3 - 4,Yellow to pale yellow,4.15,"Subadamantine, subvitreous, rsinous",,
Yoshiokaite,https://en.wikipedia.org/wiki/Yoshiokaite,(Ca8-(x/2)[]x/2Al16-xSixO32),(Ca<sub>8-(x/2)</sub>[]<sub>x/2</sub>Al<sub>16-x</sub>Si<sub>x</sub>O<sub>32</sub>),Yos,8.J.02-60,Trigonal,Rhombohedral,Colorless,Poor on {101},,white,,Vitreous,Devitrified glass,
Yttrialite,https://en.wikipedia.org/wiki/Yttrialite,Y2Si2O7,Y<sub>2</sub>Si<sub>2</sub>O<sub>7</sub>,Ytt-Y,9.BC.05,Monoclinic,Prismatic,"olive-green, brown to black",,,,,,,
Yttrogummite,https://en.wikipedia.org/wiki/Yttrogummite,,,,,,,,,,,,,,
Oxyyttropyrochlore-(Y),https://en.wikipedia.org/wiki/Yttropyrochlore-(Y),,,,,,,,,,,,,,
Yugawaralite,https://en.wikipedia.org/wiki/Yugawaralite,CaAl2Si6O16 · 4H2O,CaAl<sub>2</sub>Si<sub>6</sub>O<sub>16</sub>·4H<sub>2</sub>O,,,Monoclinic,,"Colorless, pink, or white","Poor, indistinct",4.5-5,White,,"Vitreous, pearly",,
Yuksporite,https://en.wikipedia.org/wiki/Yuksporite,,,Yks,9.DG.95,Monoclinic,Prismatic,Brownish pink to rose-red to straw-yellow,,4.5 to 5,Nearly white to white,3.05,"Vitreous, silky","Fibrous, scaly or lamellar",
Zabuyelite,https://en.wikipedia.org/wiki/Zabuyelite,Li2CO3,Li<sub>2</sub>CO<sub>3</sub>,Zab,5.AA.05,Monoclinic,Prismatic,Colorless,{100} perfect; {011} good,3,White,2.09,,,
Zaccagnaite,https://en.wikipedia.org/wiki/Zaccagnaite,,,,,,,,,,,,,,
Zaherite,https://en.wikipedia.org/wiki/Zaherite,Al12(OH)26(SO4)5·20H2O,Al<sub>12</sub>(OH)<sub>26</sub>(SO<sub>4</sub>)<sub>5</sub>·20H2O,Zah,,Triclinic,,,,3.5,,2007,"Pearly, earthy",,
Zaïrite,https://en.wikipedia.org/wiki/Za%C3%AFrite,"Bi(Fe3+,Al)3[(OH)6|(PO4)2]","Bi(Fe<sup>3+</sup>,Al)<sub>3</sub>[(OH)<sub>6</sub>|(PO<sub>4</sub>)<sub>2</sub>]",Zaï,8.BL.13,Trigonal,Hexagonal scalenohedral,"Greenish, greenish white, yellow green.",None observed,4.5,White,4.37,"Vitreous, resinous",,
